BUILDING ID,REGISTRATION ID,BOROUGH,NUMBER,STREET,VACATE ORDER NUMBER,PRIMARY VACATE REASON,VACATE TYPE,VACATE EFFECTIVE DATE,RESCIND DATE,NUMBER OF VACATED UNITS,POSTCODE,LATITUDE,LONGITUDE,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT,BIN,BBL,NTA
183414,0,BK,1618,ALBANY AVENUE,139112,Illegal Occupancy,Partial,07/06/2017,,1,11210,40.63388,-73.93720,17,45,780,3213318,3077240053,East Flatbush-Farragut
262456,0,BK,205,EAST 39 STREET,115005,Illegal Occupancy,Partial,03/13/2014,,1,11203,40.65230,-73.94106,17,41,814,3108923,3048760055,East Flatbush-Farragut
53674,204761,BX,1480,BRYANT AVENUE,119370,Illegal Occupancy,Partial,10/10/2014,,1,10460,40.83230,-73.88759,3,17,157,2010864,2030000057,Crotona Park East                                                          
53660,214397,BX,1457,BRYANT AVENUE,122142,Habitability,Entire Building,03/02/2015,,14,10460,40.83179,-73.88792,3,17,157,2010776,2029950046,Crotona Park East                                                          
1109,117506,MN,1873,2 AVENUE,124551,Fire Damage,Partial,07/17/2015,08/13/2015,1,10029,40.78454,-73.94688,11,5,15602,1052379,1016460025,East Harlem South
321878,0,BK,22,KOSSUTH PLACE,108037,Habitability,Entire Building,05/01/2013,,1,11221,40.69339,-73.92720,4,34,395,3325608,3032630016,Bushwick South
864460,0,SI,7,SHARPE AVENUE,91823,Habitability,Partial,01/05/2012,,1,10302,40.64002,-74.13667,1,49,207,5150227,5010750005,Port Richmond
284785,0,BK,1263,EAST 98 STREET,143306,Illegal Occupancy,Partial,03/07/2018,,1,11236,40.64157,-73.89681,18,46,988,3231008,3082250016,Canarsie
293167,0,BK,3820,FLATLANDS AVENUE,127357,Illegal Occupancy,Partial,01/11/2016,,1,11234,40.61922,-73.93843,18,45,648,3211976,3077000045,Georgetown-Marine Park-Bergen Beach-Mill Basin
56340,0,BX,2229,CINCINNATUS AVENUE,112494,Fire Damage,Entire Building,12/02/2013,,4,10473,40.82051,-73.84736,9,18,90,2021944,2035750020,Soundview-Castle Hill-Clason Point-Harding Park
330607,0,BK,1176,MADISON STREET,109028,Illegal Occupancy,Partial,06/06/2013,,2,11221,40.69327,-73.91483,4,37,415,3323578,3033690122,Bushwick South
497014,0,QN,89-15,88 STREET,134367,Illegal Occupancy,Partial,12/08/2016,08/14/2017,1,11421,40.68977,-73.85525,9,32,16,4185656,4089700051,Woodhaven
392768,0,BK,1943,WEST 9 STREET,142402,Illegal Occupancy,Partial,01/10/2018,,1,11223,40.59976,-73.98102,11,47,406,3190066,3070800170,Bensonhurst East
535940,912032,QN,135-41,122 PLACE,100254,Illegal Occupancy,Partial,11/23/2012,,1,11420,40.66960,-73.81727,10,32,838,4256749,4118100115,South Ozone Park                                                           
300936,0,BK,707,GLENMORE AVENUE,117789,Illegal Occupancy,Partial,07/01/2014,,1,11208,40.67495,-73.88416,5,37,1166,3088649,3039850032,East New York
53579,201712,BX,1094,BRYANT AVENUE,110721,Fire Damage,Partial,08/05/2013,,1,10459,40.82611,-73.88878,2,17,12102,2006275,2027570010,Hunts Point                                                                
528669,0,QN,130-39,115 STREET,123976,Illegal Occupancy,Partial,06/04/2015,06/22/2015,1,11420,40.67454,-73.82351,10,32,840,4253794,4117220017,South Ozone Park
618075,0,QN,118-32,235 STREET,113198,Illegal Occupancy,Partial,12/23/2013,,1,11411,40.68897,-73.72820,13,27,622,4275302,4127710051,Cambria Heights
935234,0,BK,992,HEMLOCK STREET,104800,Illegal Occupancy,Partial,01/25/2013,05/15/2014,1,11208,40.66439,-73.86633,5,42,1220,3347754,3045290131,East New York
123836,0,BX,3015,WICKHAM AVENUE,113356,Illegal Occupancy,Partial,01/03/2014,,1,10469,40.87130,-73.83847,12,12,358,2062103,2047740025,Eastchester-Edenwald-Baychester
318709,0,BK,29,KANE PLACE,114408,Habitability,Entire Building,02/24/2014,01/21/2016,2,11233,40.67742,-73.92374,3,41,299,3048253,3017130004,Crown Heights North
502914,0,QN,173-02,93 AVENUE,130862,Illegal Occupancy,Partial,06/27/2016,,1,11433,40.70621,-73.78592,12,27,444,4217667,4102190036,Jamaica
96877,0,BX,1725,MONTGOMERY AVENUE,126741,Illegal Occupancy,Partial,11/17/2015,,1,10453,40.85036,-73.91866,5,14,20502,2008952,2028770474,University Heights-Morris Heights
272886,0,BK,239,EAST 58 STREET,145053,Illegal Occupancy,Partial,07/26/2018,,1,11203,40.64942,-73.92238,17,45,936,3104143,3047300016,Rugby-Remsen Village
500062,0,QN,91-23,90 STREET,122748,Fire Damage,Entire Building,04/15/2015,,2,11421,40.68842,-73.85293,9,32,18,4186310,4089840058,Woodhaven
47618,0,BX,3303,BARNES AVENUE,99410,Illegal Occupancy,Partial,10/17/2012,,1,10467,40.87304,-73.86302,12,12,372,2056391,2046040030,Williamsbridge-Olinville
100005,0,BX,1449,OAKLEY STREET,105004,Illegal Occupancy,Partial,02/07/2013,,1,10469,40.87988,-73.85024,12,12,386,2093611,2047150038,Eastchester-Edenwald-Baychester
277099,0,BK,1155,EAST 80 STREET,144033,Fire Damage,Partial,05/08/2018,,2,11236,40.63132,-73.90837,18,46,996,3225908,3080460015,Canarsie
283153,0,BK,1618,EAST 94 STREET,133997,Illegal Occupancy,Partial,10/26/2016,,1,11236,40.63322,-73.89316,18,46,1024,3234347,3082960057,Canarsie
665647,0,QN,229-07,HOR HARDING EXPRESSWAY SR NORTH,141846,Illegal Occupancy,Partial,12/21/2017,,1,11364,40.75135,-73.74913,11,23,138501,4161892,4075640072,Oakland Gardens
709609,0,SI,709,ANNADALE ROAD,127390,Illegal Occupancy,Partial,01/26/2016,,1,10312,40.54501,-74.17607,3,51,17011,5074969,5056210012,Annadale-Huguenot-Prince's Bay-Eltingville
90304,0,BX,2024,LA FONTAINE AVENUE,141852,Illegal Occupancy,Partial,12/12/2017,,1,10457,40.84806,-73.89339,6,17,37504,2011965,2030680023,East Tremont
242786,0,BK,2118,EAST 12 STREET,111294,Illegal Occupancy,Partial,09/13/2013,,1,11229,40.59783,-73.96008,15,48,582,3199361,3073430014,Homecrest
583180,0,QN,90-37,185 STREET,115226,Illegal Occupancy,Partial,03/24/2014,,1,11423,40.71088,-73.77482,12,27,470,4212133,4099070066,Jamaica
85660,0,BX,1663,HOLLAND AVENUE,114273,Habitability,Entire Building,02/12/2014,01/20/2016,1,10462,40.84355,-73.86360,11,13,238,2043185,2040380012,Van Nest-Morris Park-Westchester Square
84861,0,BX,2253,HERMANY AVENUE,128133,Illegal Occupancy,Partial,02/10/2016,,1,10473,40.82496,-73.84777,9,18,98,2023091,2036920058,Westchester-Unionport
262109,0,BK,667,EAST 38 STREET,142507,Illegal Occupancy,Partial,01/25/2018,,1,11203,40.63943,-73.94063,17,45,832,3112586,3049720046,East Flatbush-Farragut
527701,0,QN,148-20,115 AVENUE,118580,Illegal Occupancy,Partial,08/06/2014,,1,11436,40.68417,-73.79435,12,28,190,4259978,4119930062,Baisley Park
47063,0,BX,271,BALCOM AVENUE,127432,Illegal Occupancy,Partial,01/11/2016,,1,10465,40.81613,-73.82288,10,13,132,2081419,2055960058,Schuylerville-Throgs Neck-Edgewater Park
377759,0,BK,69,STOCKHOLM STREET,113696,Habitability,Entire Building,01/15/2014,,4,11221,40.69670,-73.92554,4,34,421,3073780,3032430062,Bushwick South
680898,0,QN,4,MULBACH COURT,140051,Illegal Occupancy,Partial,09/08/2017,,2,11691,40.59991,-73.75250,14,31,101001,4298329,4155660146,Far Rockaway-Bayswater
527961,0,QN,204-15,115 AVENUE,141228,Illegal Occupancy,Partial,11/17/2017,01/16/2018,1,11412,40.69898,-73.74997,12,27,518,4236896,4110210003,St. Albans
533624,915406,QN,169-11,120 AVENUE,120908,Illegal Occupancy,Partial,01/14/2015,05/23/2017,1,11434,40.68272,-73.77575,12,27,284,4268118,4123700057,Baisley Park                                                               
476959,0,QN,133-38,AMBER STREET,95423,Illegal Occupancy,Partial,05/10/2012,,1,11414,40.67242,-73.85878,10,32,6202,4245384,4113560025,Lindenwood-Howard Beach
676022,0,QN,138-11,LLOYD ROAD,92514,Illegal Occupancy,Partial,01/31/2012,,1,11435,40.69304,-73.80959,12,28,206,4214432,4100190068,Jamaica
410796,0,QN,86-17,25 AVENUE,122416,Illegal Occupancy,Partial,03/24/2015,,1,11369,40.76348,-73.88276,3,22,329,4431238,4010980054,Jackson Heights
281883,0,BK,1624,EAST 92 STREET,144933,Illegal Occupancy,Partial,07/20/2018,,1,11236,40.63240,-73.89474,18,46,1024,3234241,3082940050,Canarsie
268873,0,BK,1032,EAST 53 STREET,144670,Illegal Occupancy,Partial,06/21/2018,,1,11234,40.63405,-73.92558,18,46,724,3213673,3077360067,Flatlands
363218,308135,BK,466,ROCKAWAY PARKWAY,143373,Fire Damage,Partial,03/21/2018,05/17/2018,2,11212,40.65680,-73.91533,17,42,890,3102702,3046930066,Rugby-Remsen Village                                                       
743491,0,SI,87,HARBOR ROAD,122062,Habitability,Partial,03/09/2015,,1,10303,40.63510,-74.16024,1,49,223,5027751,5012270014,Mariner's Harbor-Arlington-Port Ivory-Graniteville
696052,0,QN,130-03,SPRINGFIELD BOULEVARD,125068,Illegal Occupancy,Partial,08/10/2015,,1,11413,40.68536,-73.75038,13,31,626,4277299,4128920046,Laurelton
368027,0,BK,780,SCHENECTADY AVENUE,111328,Illegal Occupancy,Partial,09/26/2013,,1,11203,40.65435,-73.93360,17,41,870,3108499,3048670118,East Flatbush-Farragut
548319,0,QN,134-07,135 STREET,111924,Illegal Occupancy,Partial,11/04/2013,,1,11420,40.66816,-73.80354,10,28,814,4256353,4117950085,South Ozone Park
69586,0,BX,758,EAST 222 STREET,144206,Illegal Occupancy,Partial,05/18/2018,,1,10467,40.88515,-73.85995,12,12,396,2058201,2046690078,Williamsbridge-Olinville
532741,916582,QN,154-08,119 AVENUE,98870,Illegal Occupancy,Partial,09/19/2012,,1,11434,40.67989,-73.78807,12,28,288,4265239,4122130059,Baisley Park                                                               
674683,0,QN,194-04,LINDEN BOULEVARD,92081,Illegal Occupancy,Partial,01/13/2012,,1,11412,40.69297,-73.75757,12,27,394,4432117,4126100011,St. Albans
155569,0,BK,1745,52 STREET,113896,Illegal Occupancy,Partial,01/31/2014,,1,11204,40.62723,-73.98372,12,44,472,3129704,3054670060,Borough Park
46968,0,BX,1314,BALCOM AVENUE,128253,Habitability,Entire Building,03/23/2016,,3,10461,40.83636,-73.83666,10,13,194,2073472,2053480007,Schuylerville-Throgs Neck-Edgewater Park
38017,120319,MN,200,WEST 113 STREET,143353,Fire Damage,Partial,03/15/2018,08/03/2018,2,10026,40.80140,-73.95422,10,9,216,1055119,1018280034,Central Harlem South
75618,0,BX,4043,EDSON AVENUE,140980,Illegal Occupancy,Partial,10/18/2017,,1,10466,40.89120,-73.84398,12,12,426,2067479,2049800077,Woodlawn-Wakefield
532421,418908,QN,83-10,118 STREET,135639,Fire Damage,Partial,02/15/2017,03/27/2017,1,11415,40.70663,-73.83479,9,29,134,4079257,4033210018,Kew Gardens                                                                
532420,404222,QN,83-05,118 STREET,133550,Fire Damage,Partial,09/22/2016,07/27/2017,1,11415,40.70675,-73.83482,9,29,134,4079388,4033220001,Kew Gardens                                                                
45721,0,BX,2250,AQUEDUCT AVENUE EAST,116637,Habitability,Entire Building,05/16/2014,,2,10453,40.85887,-73.90726,5,14,251,2014523,2032080031,University Heights-Morris Heights
764370,0,SI,458,NETHERLAND AVENUE,94845,Illegal Occupancy,Partial,04/10/2012,,1,10303,40.62901,-74.16466,1,49,31901,5028155,5012500183,Mariner's Harbor-Arlington-Port Ivory-Graniteville
53193,224512,BX,955,BRUCKNER BOULEVARD,118836,Illegal Occupancy,Partial,08/20/2014,,4,10459,40.81916,-73.89176,2,17,89,2005888,2027350040,Hunts Point                                                                
728994,0,SI,151,DE HART AVENUE,105535,Habitability,Entire Building,03/04/2013,,1,10303,40.63280,-74.15705,1,49,231,5027434,5012120002,Mariner's Harbor-Arlington-Port Ivory-Graniteville
485040,0,QN,97-36,81 STREET,115571,Illegal Occupancy,Partial,04/08/2014,,1,11416,40.68159,-73.85827,9,32,42,4188119,4090510027,Woodhaven
773769,0,SI,36,MUNDY AVENUE,144632,Illegal Occupancy,Partial,07/05/2018,,1,10310,40.62562,-74.12900,1,49,151,5009727,5003540089,Westerleigh
366657,0,BK,899,SARATOGA AVENUE,114131,Fire Damage,Entire Building,02/12/2014,,1,11212,40.65874,-73.91474,16,42,894,3082214,3035960006,Brownsville
477722,0,QN,86-34,77 STREET,119771,Habitability,Entire Building,12/02/2014,,5,11421,40.69230,-73.86503,9,30,2,4181008,4088400140,Woodhaven
9167,138181,MN,382,CENTRAL PARK WEST,142736,Fire Damage,Partial,02/08/2018,,1,10025,40.79269,-73.96395,7,7,185,1074358,1018337501,Upper West Side
593721,0,QN,115-04,203 STREET,112736,Illegal Occupancy,Partial,12/10/2013,05/14/2014,1,11412,40.69849,-73.75101,12,27,530,4237797,4110430167,St. Albans
502462,0,QN,35-04,92 STREET,135985,Illegal Occupancy,Partial,03/07/2017,,4,11372,40.75245,-73.87534,3,25,275,4036018,4014650007,Jackson Heights
5318,139137,MN,540,WEST 55 STREET,99486,Fire Damage,Partial,10/17/2012,01/09/2013,1,10019,40.76856,-73.99131,4,6,135,1086807,1010830001,Clinton                                                                    
5318,139137,MN,540,WEST 55 STREET,121042,Fire Damage,Partial,02/01/2015,02/03/2017,1,10019,40.76856,-73.99131,4,6,135,1086807,1010830001,Clinton                                                                    
59102,0,BX,940,CRANFORD AVENUE,141002,Illegal Occupancy,Partial,10/09/2017,,1,10466,40.90390,-73.84260,12,12,442,2072217,2051240020,Woodlawn-Wakefield
110882,0,BX,644,ST LAWRENCE AVENUE,119468,Illegal Occupancy,Partial,10/24/2014,,1,10473,40.81787,-73.86404,9,18,20,2021799,2035570030,Soundview-Castle Hill-Clason Point-Harding Park
489834,0,QN,161-05,85 AVENUE,128896,Illegal Occupancy,Partial,03/28/2016,,1,11432,40.71242,-73.80357,8,24,450,4209390,4097850044,Briarwood-Jamaica Hills
4059,139482,MN,2450,FREDERICK DOUGLASS BOULEVARD,94044,Fire Damage,Partial,03/15/2012,,1,10027,40.81403,-73.94834,10,9,226,1058687,1019370001,Central Harlem North-Polo Grounds
546794,0,QN,109-59,134 STREET,137597,Illegal Occupancy,Partial,06/08/2017,,1,11420,40.68593,-73.80980,10,28,170,4250079,4116140059,South Ozone Park
94246,0,BX,2139,MAPES AVENUE,141230,Illegal Occupancy,Partial,11/09/2017,,1,10460,40.84786,-73.88449,6,15,371,2012973,2031100082,East Tremont
531466,418743,QN,97-06,117 STREET,104050,Fire Damage,Entire Building,01/30/2013,,5,11419,40.69051,-73.82820,9,28,120,4199499,4094510031,Richmond Hill                                                              
362357,0,BK,662,RIVERDALE AVENUE,144582,Illegal Occupancy,Partial,06/15/2018,,4,11207,40.66357,-73.89125,5,42,1128,3085622,3038420016,East New York (Pennsylvania Ave)
367639,0,BK,1800,SCHENECTADY AVENUE,144996,Illegal Occupancy,Partial,07/26/2018,,1,11234,40.62869,-73.93086,18,45,728,3215406,3077720075,Flatlands
669485,0,QN,188-14,JORDAN AVENUE,141432,Illegal Occupancy,Partial,12/05/2017,07/17/2018,1,11412,40.70101,-73.76653,12,27,402,4222004,4104380006,St. Albans
715671,0,SI,209,BENZIGER AVENUE,144722,Illegal Occupancy,Partial,07/05/2018,,1,10301,40.63945,-74.08541,1,49,11,5001011,5000440045,West New Brighton-New Brighton-St. George
689492,0,QN,107-03,PRINCETON STREET,133862,Illegal Occupancy,Partial,10/27/2016,,1,11435,40.69178,-73.80385,12,28,198,4215436,4100830007,South Jamaica
536404,0,QN,84-17,122 STREET,113986,Illegal Occupancy,Partial,01/30/2014,,1,11415,40.70442,-73.82986,9,29,140,4192990,4092380044,Kew Gardens
524375,0,QN,227-11,112 ROAD,97543,Illegal Occupancy,Partial,07/31/2012,,1,11429,40.70456,-73.72975,13,27,580,4241990,4112270068,Queens Village
80647,0,BX,2026,GLEASON AVENUE,94943,Habitability,Entire Building,04/10/2012,,2,10472,40.83119,-73.85647,9,18,78,2026200,2038020021,Westchester-Unionport
75874,0,BX,1444,EDWARDS AVENUE,93067,Habitability,Entire Building,01/31/2012,04/30/2015,1,10461,40.83895,-73.83736,10,13,194,2074087,2053710019,Schuylerville-Throgs Neck-Edgewater Park
530127,910930,QN,104-53,116 STREET,128470,Illegal Occupancy,Partial,03/28/2016,,1,11419,40.68548,-73.82666,10,28,104,4204108,4095700052,South Ozone Park                                                           
272488,0,BK,672,EAST 57 STREET,112689,Illegal Occupancy,Partial,12/02/2013,,1,11234,40.63653,-73.92197,18,46,94401,3223288,3079740074,Flatlands
529758,913947,QN,150-81,116 DRIVE,111368,Illegal Occupancy,Partial,09/30/2013,05/14/2014,1,11434,40.68139,-73.79173,12,28,272,4264740,4122020063,Baisley Park                                                               
6012,138880,MN,711,AMSTERDAM AVENUE,93487,Fire Damage,Partial,02/17/2012,08/16/2017,1,10025,40.79312,-73.97104,7,6,181,1032551,1012250001,Upper West Side
529515,919373,QN,189-24,116 AVENUE,139952,Illegal Occupancy,Partial,08/10/2017,12/06/2017,1,11412,40.69360,-73.76193,12,27,528,4238228,4110600025,St. Albans                                                                 
518282,0,QN,90-11,107 AVENUE,104117,Illegal Occupancy,Partial,01/30/2013,05/14/2013,1,11417,40.67831,-73.84773,10,32,54,4190817,4091570035,Ozone Park
543148,0,QN,116-42,130 STREET,129096,Illegal Occupancy,Partial,04/08/2016,,1,11420,40.67698,-73.80953,10,28,178,4252754,4116850029,South Ozone Park
154590,0,BK,954,50 STREET,110920,Illegal Occupancy,Partial,08/16/2013,,1,11219,40.63906,-74.00033,12,38,114,3137890,3056450028,Borough Park
50866,0,BX,3334,BOUCK AVENUE,144652,Illegal Occupancy,Partial,06/21/2018,,1,10469,40.87410,-73.85095,12,12,364,2060573,2047340061,Eastchester-Edenwald-Baychester
570408,0,QN,117-37,165 STREET,135989,Illegal Occupancy,Partial,03/08/2017,,1,11434,40.68454,-73.78109,12,27,284,4267687,4123560007,Baisley Park
539362,0,QN,107-01,126 STREET,94791,Illegal Occupancy,Partial,04/10/2012,,1,11419,40.68569,-73.81721,10,28,164,4205883,4096060001,South Ozone Park
628064,0,QN,32-09,ANCHOR DRIVE,143178,Illegal Occupancy,Partial,02/26/2018,,1,11691,40.61060,-73.76960,14,31,100801,4300093,4157010089,Far Rockaway-Bayswater
624744,0,QN,69-10,260 PLACE,96868,Illegal Occupancy,Partial,07/17/2012,10/11/2012,3,11004,40.75360,-73.72115,13,23,155102,4173671,4084430139,Glen Oaks-Floral Park-New Hyde Park
215761,340608,BK,1274,BUSHWICK AVENUE,140145,Fire Damage,Partial,08/31/2017,08/13/2018,2,11207,40.68691,-73.91361,4,37,401,3078729,3034080032,Bushwick South
337460,0,BK,461,MILFORD STREET,129680,Illegal Occupancy,Partial,04/21/2016,,1,11208,40.66786,-73.87489,5,42,1118,3098502,3044570051,East New York
52905,205419,BX,2133,BRUCKNER BOULEVARD,141685,Illegal Occupancy,Partial,11/22/2017,,3,10472,40.82735,-73.85194,9,18,78,2026326,2038060066,Westchester-Unionport                                                      
112910,0,BX,1710,TENBROECK AVENUE,111092,Illegal Occupancy,Partial,08/28/2013,,1,10461,40.85030,-73.84798,11,13,286,2045261,2041200025,Van Nest-Morris Park-Westchester Square
878958,0,BK,692,JEROME STREET,113069,Illegal Occupancy,Partial,12/23/2013,,1,11207,40.66362,-73.88363,5,42,1122,3347623,3043090024,East New York (Pennsylvania Ave)
52886,221680,BX,2010,BRUCKNER BOULEVARD,124950,Fire Damage,Partial,07/30/2015,03/18/2016,1,10473,40.82612,-73.85548,9,18,98,2092773,2036820001,Westchester-Unionport                                                      
643720,0,QN,155-12,CHERRY AVENUE,119788,Illegal Occupancy,Partial,10/31/2014,,1,11355,40.75890,-73.81087,7,20,1189,4122125,4054110023,East Flushing
568200,0,QN,59-31,162 STREET,114900,Illegal Occupancy,Partial,03/13/2014,,1,11365,40.73985,-73.80649,7,20,1215,4146544,4067400017,Queensboro Hill
558035,0,QN,257-53,148 AVENUE,141847,Illegal Occupancy,Partial,12/22/2017,04/26/2018,1,11422,40.65507,-73.73152,13,31,664,4290539,4136710003,Rosedale
574941,0,QN,137-06,170 STREET,142024,Illegal Occupancy,Partial,12/21/2017,,1,11434,40.67230,-73.77026,12,31,33402,4270740,4125750052,Springfield Gardens North
306458,0,BK,35,HAMPTON PLACE,99006,Illegal Occupancy,Partial,09/19/2012,06/10/2013,1,11213,40.67170,-73.94086,8,35,339,3032095,3012510055,Crown Heights North
272030,0,BK,1118,EAST 57 STREET,141153,Illegal Occupancy,Partial,10/26/2017,,1,11234,40.62562,-73.92081,18,46,678,3218085,3078360050,Flatlands
492738,0,QN,31-24,86 STREET,99840,Illegal Occupancy,Partial,11/05/2012,09/22/2015,1,11369,40.75912,-73.88224,3,25,337,4033846,4013970019,Jackson Heights
525697,0,QN,107-22,113 STREET,123064,Illegal Occupancy,Partial,05/14/2015,,1,11419,40.68262,-73.82807,10,28,100,4203392,4095500016,South Ozone Park
331288,0,BK,898,MADISON STREET,137596,Illegal Occupancy,Partial,06/08/2017,,1,11221,40.68801,-73.92188,3,41,375,3039694,3014830029,Stuyvesant Heights
522907,0,QN,216-32,111 AVENUE,95629,Illegal Occupancy,Partial,06/05/2012,,1,11429,40.70694,-73.74051,13,27,582,4240360,4111440021,Queens Village
955508,0,BX,720 REAR,EAST 216 STREET,118647,Habitability,Entire Building,08/20/2014,,2,10467,40.88116,-73.86310,12,12,390,2093554,2046630024,Williamsbridge-Olinville
909356,0,QN,1030,BEACH 22 STREET,110806,Illegal Occupancy,Partial,08/14/2013,,1,11691,40.60286,-73.75504,14,31,100802,4467516,4157050026,Far Rockaway-Bayswater
527655,919282,QN,145-49,115 AVENUE,127800,Habitability,Entire Building,03/23/2016,,1,11436,40.68345,-73.79696,12,28,192,4259381,4119760033,Baisley Park                                                               
536604,0,QN,150-16,123 AVENUE,112598,Illegal Occupancy,Partial,12/02/2013,,1,11434,40.67606,-73.79016,12,28,288,4265355,4122180013,Baisley Park
279416,0,BK,1086,EAST 86 STREET,137464,Illegal Occupancy,Partial,05/18/2017,,1,11236,40.63493,-73.90509,18,46,994,3225741,3080370001,Canarsie
615765,0,QN,115-08,231 STREET,124607,Illegal Occupancy,Partial,07/03/2015,,1,11411,40.69688,-73.72810,13,27,622,4243631,4112940041,Cambria Heights
527367,418883,QN,95-18,114 STREET,142456,Fire Damage,Partial,01/30/2018,,1,11419,40.69093,-73.83123,9,28,108,4198132,4094150012,Richmond Hill                                                              
500410,0,QN,187-09,91 AVENUE,140440,Illegal Occupancy,Partial,09/14/2017,,1,11423,40.71133,-73.77269,12,27,480,4212234,4099110006,Jamaica
265847,0,BK,1669,EAST 48 STREET,139983,Illegal Occupancy,Partial,08/08/2017,07/30/2018,1,11234,40.61987,-73.92892,18,46,672,3219855,3078730021,Flatlands
247664,0,BK,2281,EAST 18 STREET,131260,Illegal Occupancy,Partial,06/27/2016,,1,11229,40.59515,-73.95279,15,48,592,3200921,3073790055,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
879139,0,BX,3465,FORT INDEPENDENCE STREET,112271,Illegal Occupancy,Partial,11/12/2013,,1,10463,40.88175,-73.89885,8,11,279,2116367,2032620113,Van Cortlandt Village
528748,0,QN,135-40,115 STREET,136982,Illegal Occupancy,Partial,05/04/2017,,1,11420,40.67093,-73.82466,10,32,838,4256448,4118010059,South Ozone Park
733935,0,SI,23,ELIZABETH STREET,92652,Habitability,Entire Building,01/24/2012,,1,10310,40.63356,-74.12056,1,49,13302,5112943,5002090036,West New Brighton-New Brighton-St. George
1868,136195,MN,1674,3 AVENUE,145358,Fire Damage,Partial,08/21/2018,,2,10128,40.78374,-73.95041,8,5,15801,1048399,1015220039,Upper East Side-Carnegie Hill
514359,419488,QN,92-17,103 AVENUE,128331,Illegal Occupancy,Partial,03/07/2016,,1,11417,40.68166,-73.84736,9,32,4001,4189213,4090990032,Woodhaven                                                                  
71025,0,BX,747,EAST 228 STREET,111363,Illegal Occupancy,Partial,09/26/2013,,1,10466,40.88950,-73.85792,12,12,406,2063549,2048420016,Williamsbridge-Olinville
286448,0,BK,1444,EAST 103 STREET,141878,Illegal Occupancy,Partial,12/12/2017,,1,11236,40.63758,-73.88616,18,46,1020,3234823,3083050064,Canarsie
82352,0,BX,2317,GUNTHER AVENUE,122943,Illegal Occupancy,Partial,04/22/2015,07/14/2015,1,10469,40.85943,-73.83624,11,13,310,2051088,2044050055,Allerton-Pelham Gardens
926272,0,BX,1491,OAKLEY STREET,135290,Illegal Occupancy,Partial,01/20/2017,07/14/2017,2,10469,40.88052,-73.84896,12,12,386,2120168,2047160037,Eastchester-Edenwald-Baychester
526874,915724,QN,101-49,114 STREET,123964,Illegal Occupancy,Partial,06/04/2015,08/07/2015,1,11419,40.68841,-73.82998,9,28,108,4198978,4094320050,Richmond Hill                                                              
539139,0,QN,95-17,125 STREET,134812,Illegal Occupancy,Partial,01/13/2017,,2,11419,40.69363,-73.82201,9,28,150,4199915,4094660038,Richmond Hill
656062,0,QN,114-20,FRANCIS LEWIS BOULEVARD,127531,Illegal Occupancy,Partial,01/26/2016,,1,11411,40.70110,-73.74844,12,27,532,4236976,4110220087,Queens Village
570231,0,QN,88-21,164 STREET,112902,Illegal Occupancy,Partial,12/10/2013,,1,11432,40.70856,-73.79787,12,24,44602,4210054,4098140019,Jamaica
714576,0,SI,69,BEDFORD AVENUE,121998,Illegal Occupancy,Partial,03/02/2015,10/05/2015,1,10306,40.58168,-74.10736,2,50,11402,5051301,5035660011,New Dorp-Midland Beach
698519,0,QN,105-01,SUTTER AVENUE,92341,Illegal Occupancy,Partial,01/24/2012,,1,11417,40.67682,-73.83438,10,32,864,4247746,4114800037,South Ozone Park
534843,0,QN,217-14,121 AVENUE,122817,Illegal Occupancy,Partial,04/22/2015,,1,11411,40.68929,-73.74596,13,27,610,4276429,4128250022,Cambria Heights
615208,0,QN,117-45,230 STREET,112706,Illegal Occupancy,Partial,12/10/2013,,1,11411,40.69171,-73.73178,13,27,622,4274659,4127470178,Cambria Heights
612916,0,QN,114-68,227 STREET,107784,Illegal Occupancy,Partial,04/30/2013,,1,11411,40.69940,-73.73082,13,27,594,4242956,4112700068,Cambria Heights
551962,0,QN,106-01,142 STREET,145015,Illegal Occupancy,Partial,07/26/2018,,1,11435,40.68998,-73.80791,12,28,202,4214702,4100400061,South Jamaica
80987,203174,BX,3971,GOUVERNEUR AVENUE,136875,Fire Damage,Partial,06/08/2017,05/24/2018,5,10463,40.88354,-73.89185,8,11,281,2015483,2032520310,Van Cortlandt Village                                                      
640132,0,QN,215-16,110 AVENUE,130135,Illegal Occupancy,Partial,05/17/2016,,1,11429,40.70834,-73.74214,13,27,538,4239933,4111290007,Queens Village
116713,206332,BX,2780,UNIVERSITY AVENUE,143121,Fire Damage,Partial,02/15/2018,05/17/2018,1,10468,40.87096,-73.89938,8,14,26702,2015300,2032490010,Van Cortlandt Village                                                      
295305,0,BK,9508,FOSTER AVENUE,135091,Illegal Occupancy,Partial,01/12/2017,,1,11236,40.64730,-73.90728,18,46,970,3228975,3081450029,Canarsie
188335,359025,BK,3211,AVENUE I,143279,Fire Damage,Partial,03/07/2018,05/29/2018,2,11210,40.62941,-73.94520,14,45,774,3206447,3075780001,Flatbush                                                                   
632991,0,QN,448,BEACH 64 STREET,124917,Illegal Occupancy,Partial,08/04/2015,,1,11692,40.59405,-73.79335,14,31,964,4302734,4160370029,Hammels-Arverne-Edgemere
